age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class
-1.0230503522366665,0,-0.1913529187506866,-0.9509982124037177,-1.0595843974636392,-0.29079440108065036,-0.027169880314705457,0.7205976354572278,0.9404751310275441,0.25915174010545333,0.4082919116607779,C
1.2226200971006307,1,-0.9118012348429315,-1.3681032710341026,0.9324972113219376,0.8479183458622342,1.628311776391829,-1.4223038795013054,0.9279537436384642,-0.3229641352825851,-1.0805295077056847,A
0.0608733654776792,0,0.33707261660117405,0.6118905607207075,-0.018290510199602265,0.6541118470962775,0.5214851579018326,1.751102139128395,-0.49130351897255164,-0.18017950972959956,0.9957062386015314,C
-1.4931401366619432,0,0.6216756483565994,0.2584594576339816,-1.8892202899481616,-0.38299696240343495,0.17818706579354893,1.0738789938293563,1.571449302392385,2.0730289783805222,1.5548738262993471,A
0.29535983797749804,1,-0.7102625724187753,-1.2536237951836398,-0.6238194644850055,-0.47476973065069333,-0.9790129861428505,-0.7904207519645439,0.9029232685442271,0.7908000947233917,0.009086758651375326,B
-0.6342787761961323,1,-0.9561234523536871,-0.4066916273134377,1.139383195348818,-0.8374878842531439,-0.1638095023118508,-0.28225492229443333,0.7904922651859826,0.11094429056498982,-0.7830122015527693,A
1.0021508460945163,1,-0.4707939408382508,-0.5868648215026837,0.06426426505229403,0.8479183458622342,0.9351017347302436,-0.5876097114490395,0.43063832766825483,0.33389062910066064,-0.5444368076951269,A
-0.20760650163829314,0,0.14249136232834816,0.24209036317845792,-0.004468897512271998,-1.2807471442008647,-0.1638095023118508,0.15901411162380547,-1.3889698778098827,0.33389062910066064,1.8286645309667784,D
-0.7562831902493425,0,1.5237642702142833,1.2712567397270083,-0.7453762608115597,1.6384549058883298,1.6978884747901506,1.9709437630332167,0.9530005973904129,0.6369236951615979,1.082271915143141,C
0.852405392530284,1,-0.6763395906122566,-0.6638252892694021,0.7583963300161646,0.4618810462623729,-0.232048709859684,-0.9170132959027434,1.9030411205351727,-0.03552047762082412,-0.7830122015527693,A
1.377447275262705,1,-1.4432044083640059,-1.364056079868265,0.11880975444031298,-2.3765513545952555,-1.1815198942696081,-1.9025195103764372,0.5295230548622619,-1.8514954250694549,-1.6107267889954482,C
1.377447275262705,0,-0.04931324062208755,1.0518767400167404,0.21335002144448587,-0.29079440108065036,0.659159283617972,-0.03715145501894476,-0.11944138554321918,-2.201255224359919,-1.405455279619575,D
-1.0230503522366665,0,-0.06120915344382544,-0.5686550800101094,-2.8382426652809514,0.7508195875189299,0.04122979494662105,0.3813655142283091,0.08706411990281018,1.5820645795037112,1.024488867127463,A
-1.0230503522366665,1,0.4972240180930622,-0.36230237858839986,-0.41619282719478895,-0.47476973065069333,-0.7081826260944964,-0.04653182336232772,1.1413617896034942,0.4090437417874532,0.06131041214492165,A
-0.8856238181362929,0,0.14249136232834816,2.9431327328437193,1.9901294389921174,1.7389509984780571,1.628311776391829,-0.15938359327062132,-1.6150076759265615,-0.4637992386673491,0.14022899419662324,D
-0.40973122656279687,1,-1.6425431382254758,-1.6319086228827673,1.0304525005989982,-0.5661090186147046,-0.027169880314705457,-1.6349262781331537,0.22155266348742966,0.25915174010545333,-0.9450144952762148,B
-1.1694232377002058,0,0.43540883801868785,0.5000379826923591,-0.7915409314464082,-1.7122323206207293,-0.7759768635275128,0.01905488734017387,-0.1677798934456682,1.1030477552469646,0.14022899419662324,C
0.29535983797749804,0,0.8484573925959266,1.242340094086306,-0.4601626669663668,-0.38299696240343495,0.17818706579354893,0.4734627344333763,0.3936358768906443,0.5605665124777216,0.8245433575847947,A
-0.7562831902493425,1,0.25160076658986213,-0.4156003233847319,0.7834832737904951,0.08224273881155289,-0.232048709859684,-1.482756117665739,0.06268288772170676,-0.25181065617348813,-0.8529516575446614,B
0.6867927552202298,1,-0.16778730538736528,-1.4148074895247618,-0.63889393082452,-0.6570110573149623,0.10968222913403024,-0.8195614328865964,0.7780210840367364,0.184833921410873,-0.5201239988088151,A
-1.4931401366619432,1,-0.6876578523197668,-0.3800273442645664,1.294458239953936,-0.38299696240343495,0.04122979494662105,-0.3296890567016699,-0.3959718739773151,0.25915174010545333,-0.6408643820136255,C
-1.4931401366619432,1,-0.4707939408382508,-1.0978417266282687,0.06426426505229403,-0.10511425593769781,-1.1140771517811372,-1.352062662967369,2.2367769670569224,-0.7392819270091354,-0.222032191757609,C
1.4831146416678345,0,0.937615116748347,0.7098561767042647,-0.4601626669663668,-0.011643662358570388,0.17818706579354893,0.8569735710476939,-0.32417327196651746,-0.6026022530560401,0.009086758651375326,A
-0.5189540272799847,0,1.0530431232918016,1.5550348035033716,-0.1861723295786086,0.4618810462623729,1.4198567733697827,0.8206689661429997,0.7032847614642878,0.5605665124777216,0.8813047785984213,C
1.4831146416678345,0,0.6717635061728499,1.110950484148519,0.4513929942340459,-0.011643662358570388,1.1425688121234105,0.4918446701964882,-0.8558660379752105,-0.7392819270091354,0.1666900246583023,B
0.14245101434512716,1,-0.41308537605686324,1.5060634466938811,1.945984963166137,1.941035191358173,1.2811187194499583,-0.4248597282535054,-0.37206690376239837,-2.0094688228489797,-1.1028114000684326,D
-0.5189540272799847,0,0.5717634445281654,0.5000379826923591,0.07793695653973916,1.941035191358173,1.1425688121234105,1.3250223135475738,0.35667763256635876,0.7908000947233917,-0.09442156084668811,C
1.5165647931881976,0,-0.3085364964345104,-0.6325806822488702,-0.41619282719478895,-0.47476973065069333,1.0042093337127032,-0.1405377026257619,-0.5506429480815282,-0.5334602403750633,0.009086758651375326,B
1.4135938405549622,0,0.3493264564003246,1.1987751007534924,0.6953551691312169,1.438566834683684,1.489295657734949,-0.055915833966901564,-2.913965358329656,-1.1993582336575015,-0.4466945620748792,D
-1.1694232377002058,1,-0.7553448966005465,-0.4495479863972693,1.3416539748977518,-0.7474719930422044,-0.9790129861428505,-0.09348852419271916,0.8029677218798731,0.48460448661918404,-0.6885811257019949,A
